Entity,Year,access_clean_perc,GDP,popn,Death_Rate_ASP
121,2002.0,1.0139113637144466,0.8678219055946635,-0.13739106524941253,0.130444008
121,2003.0,1.0139113637144466,0.913126184144382,-0.1372748604634316,0.113936826
121,2004.0,1.0139113637144466,0.9593216912600769,-0.1371596919512759,0.100305927
121,2005.0,1.0139113637144466,1.0003640474628117,-0.1370512641536216,0.088126054
121,2006.0,1.0139113637144466,1.0320704583286135,-0.13695152921296994,0.080153895
121,2007.0,1.0139113637144466,1.072908807547464,-0.13685843234636455,0.073589795
121,2008.0,1.0139113637144466,1.033651763696407,-0.13676939175158945,0.067596744
121,2009.0,1.0139113637144466,1.011383068622782,-0.13668020903926117,0.062036749
121,2010.0,1.0139113637144466,1.0192946083516203,-0.13658798659037882,0.05704091
121,2011.0,1.0139113637144466,1.0482853796314024,-0.1364920296080158,0.05277854
121,2012.0,1.0139113637144466,1.0817137319519095,-0.13639375531999398,0.048433957
121,2013.0,1.0139113637144466,1.1203142016677279,-0.1362949500650027,0.044365536
121,2014.0,1.0139113637144466,1.1636472290285702,-0.1361982252530815,0.041920374
121,2015.0,1.0139113637144466,1.1976598620907217,-0.13610544420326098,0.038455997
121,2016.0,1.0139113637144466,1.2281411631417414,-0.13601713788251063,0.03558653
122,2000.0,-0.71055982550611,-0.733071153650296,-0.13520776854789393,82.56559517
122,2001.0,-0.680737356517769,-0.73010051292892,-0.13505764306536655,82.13497672
122,2002.0,-0.64856048208298,-0.7315114422016099,-0.13491166267814017,82.57291011
122,2003.0,-0.616906808858513,-0.7292012825693499,-0.13476798380573327,81.63097863
122,2004.0,-0.5876075410804937,-0.7210349023340227,-0.13462425756080865,80.76932454
122,2005.0,-0.5598778769334398,-0.7147685456207359,-0.13447866207528877,81.23849274
122,2006.0,-0.5318866121812253,-0.7086229448312931,-0.1343304946568274,74.34456225
122,2007.0,-0.4991865365361146,-0.7002148970610369,-0.1341798717628639,74.93653533
122,2008.0,-0.4714568723890607,-0.6953725175428427,-0.13402715460884593,73.17673777
122,2009.0,-0.44032640037491544,-0.7066195862830689,-0.13387299259303734,70.07768426
122,2010.0,-0.4089343277556091,-0.6996297237576274,-0.13371800550587837,66.54838434
122,2011.0,-0.3801582611879117,-0.6878867861103389,-0.1335621163670277,64.10424463
122,2012.0,-0.35138219462021425,-0.6750996296921083,-0.1334052047713361,61.19883672
122,2013.0,-0.3207749238163908,-0.665730210922218,-0.13324743060105096,58.57914339
122,2014.0,-0.292522058459015,-0.6563778841977541,-0.133088985320098,55.98974895
122,2015.0,-0.2572059767622956,-0.6466440424309915,-0.13293009000022668,53.35586324
122,2016.0,-0.23392352290297683,-0.6372041148708659,-0.13277072885059768,51.88910157
123,2000.0,-1.575673026773158,-0.8909715436517186,-0.12284699369373726,267.2831209
123,2001.0,-1.5741034231421926,-0.8893033111375913,-0.1220183634829553,263.6387496
123,2002.0,-1.5725338195112273,-0.8887291857711388,-0.12115258334900193,258.5821064
123,2003.0,-1.5722722189060665,-0.8895058417195542,-0.12024856767167927,254.4361713
123,2004.0,-1.5693946122492968,-0.8911516432810849,-0.11930520122296587,244.489098
123,2005.0,-1.5691330116441358,-0.8895049983347748,-0.1183211161214124,243.2996197
123,2006.0,-1.5675634080131704,-0.8884845110900816,-0.11729570836741784,236.8497366
123,2007.0,-1.566255404987366,-0.8888213742567128,-0.11622699423680247,231.7992833
123,2008.0,-1.5646858013564007,-0.8869268628952648,-0.11511076152319848,223.2953627
123,2009.0,-1.5641626001460789,-0.8878992186778704,-0.11394180911893059,220.3571622
123,2010.0,-1.5615465940944702,-0.8855847584105622,-0.11271625445140021,217.3828561
123,2011.0,-1.5599769904635048,-0.886412220177264,-0.1114317782410937,216.6937694
123,2012.0,-1.5584073868325394,-0.8830547225154348,-0.11008869038323117,214.3644219
123,2013.0,-1.5576225850170566,-0.8823322349904246,-0.10868907329473763,212.3271207
123,2014.0,-1.5557913807809305,-0.8808662974051006,-0.10723652333925045,209.112821
123,2015.0,-1.5529137741241608,-0.8806209258870967,-0.10573347033215794,210.7375056
123,2016.0,-1.5521289723086784,-0.879615608223498,-0.1041797978160207,209.8961479
124,2000.0,-1.5801202370608929,-0.784664410118515,0.09615673211742055,187.5239199
124,2001.0,-1.5780274322196057,-0.77956872688763,0.10229580182669508,182.6088194
124,2002.0,-1.575411426167997,-0.7596426568914678,0.10861615037046629,177.3771654
124,2003.0,-1.5733186213267099,-0.7512642831716959,0.11513886049297702,169.4349715
124,2004.0,-1.5691330116441358,-0.7390471336852366,0.12188902383778256,161.6650259
124,2005.0,-1.5657322037770443,-0.7315862303883032,0.12888553809174566,154.0497365
124,2006.0,-1.5610233928841484,-0.7246698491714283,0.13613608155044765,149.2176615
124,2007.0,-1.557099383806735,-0.7164580624116598,0.14364001863260906,142.5123587
124,2008.0,-1.5508209692828738,-0.7075968425829593,0.15139657953481686,136.3542723
124,2009.0,-1.5448041553641736,-0.6955415028562051,0.1594011868875458,131.1509288
124,2010.0,-1.5382641402351513,-0.6829556822907218,0.16764847377930853,125.5845407
124,2011.0,-1.5304161220803247,-0.6764765678054437,0.17613975479747193,120.1768009
124,2012.0,-1.5212601008996938,-0.6726023067916593,0.1848715421404185,115.2705283
124,2013.0,-1.5110576772984192,-0.6623159799560163,0.19382695342714376,109.9077825
124,2014.0,-1.4995472506713403,-0.6525750417536363,0.20298388740427378,104.2358321
124,2015.0,-1.4872520222287786,-0.6526590663082532,0.21232520114195663,100.75079
124,2016.0,-1.4736487907604128,-0.6646166081792471,0.22184468884037023,97.11183141
125,2000.0,1.0139113637144466,1.6022110610941218,0.8143247818177103,0.089688334
125,2001.0,1.0139113637144466,1.6028800205056692,0.8254717523625875,0.084573729
125,2002.0,1.0139113637144466,1.6260142971041778,0.8361335789795817,0.079256446
125,2003.0,1.0139113637144466,1.678571589565148,0.8465465222315749,0.073085551
125,2004.0,1.0139113637144466,1.753192928224597,0.8570577338500253,0.066311217
125,2005.0,1.0139113637144466,1.8251813709310585,0.8679084346951915,0.061688862
125,2006.0,1.0139113637144466,1.8795166964679122,0.8791726561691494,0.056806824
125,2007.0,1.0139113637144466,1.9161568593969358,0.8907414947752124,0.051904385
125,2008.0,1.0139113637144466,1.8876757596630154,0.9024534714174383,0.047748933
125,2009.0,1.0139113637144466,1.790251980860871,0.9140670198109597,0.043649554
125,2010.0,1.0139113637144466,1.8374725550321913,0.9254018362056033,0.040014351
125,2011.0,1.0139113637144466,1.8630416599145823,0.936414616198603,0.037535063
125,2012.0,1.0139113637144466,1.902941073585876,0.9471493313556828,0.035075754
125,2013.0,1.0139113637144466,1.9354117402676947,0.9576029458879984,0.032786613
125,2014.0,1.0139113637144466,1.9864824063221245,0.9677924487647191,0.03089879
125,2015.0,1.0139113637144466,2.0483626330777627,0.9777344874781159,0.029191821
125,2016.0,1.0139113637144466,2.0745688061955043,0.987412637581522,0.027469379
126,2000.0,-1.5220449027151763,0.0,-0.09995517787475228,199.8213144
126,2001.0,-1.5131504821397064,0.0,-0.09955270096415543,196.477542
126,2002.0,-1.5039944609590754,0.0,-0.09914515716801686,192.695441
126,2003.0,-1.4990240494610185,0.0,-0.09874450212549755,188.6022628
126,2004.0,-1.4872520222287786,0.0,-0.09836886569390209,184.4608922
126,2005.0,-1.4762647968120215,0.0,-0.09803049366906254,180.417539
126,2006.0,-1.463707967764299,0.0,-0.09773303570869867,176.7415585
126,2007.0,-1.4527207423475417,0.0,-0.09746959713762651,173.04494
126,2008.0,-1.440687114510141,0.0,-0.09722915595005524,169.323006
126,2009.0,-1.4242062763850054,0.0,-0.09699585222182129,164.76858
126,2010.0,-1.411387846732122,0.0,-0.0967580027057406,159.528315
126,2011.0,-1.3977846152637559,0.0,-0.09651215512958389,153.0725517
126,2012.0,-1.3828733807695852,0.0,-0.09626098998831248,145.2428747
126,2013.0,-1.3695317499063802,0.0,-0.09600663509751421,137.2779212
126,2014.0,-1.3480805002831877,0.0,-0.09575340333015703,130.0158781
126,2015.0,-1.338401277892235,0.0,-0.09550462063175623,124.6756178
126,2016.0,-1.3195660343206512,0.0,-0.09526019225727639,120.8800458
127,2000.0,-0.45314483002779865,-0.4098766590024103,-0.14119740559771282,51.58822162
127,2001.0,-0.4063183217040002,-0.4281380318124114,-0.14118157330751793,50.17817867
127,2002.0,-0.36733983153502825,-0.42204133965204177,-0.14116956240041958,48.8658464
127,2003.0,-0.32312932926283866,-0.4116980280612673,-0.14116068597491074,46.2352965
127,2004.0,-0.2783956257803272,-0.38799883045289396,-0.14115354654171852,42.94855915
127,2005.0,-0.23967873621651628,-0.36285158649565746,-0.14114715717339027,40.76377499
127,2006.0,-0.20148504786302698,-0.3340660253557491,-0.14114152773920055,39.24986095
127,2007.0,-0.15753614619599823,-0.295582321070402,-0.14113703524543622,37.9031927
127,2008.0,-0.12274326570960054,-0.2609704965591128,-0.14113328294726138,35.22147556
127,2009.0,-0.0769631598064456,-0.26396626966419506,-0.14112988594296946,33.32276604
127,2010.0,-0.05132630050067872,-0.2418516461794461,-0.14112651657264624,31.23982327
127,2011.0,-0.017056621224602674,-0.22612882712001509,-0.1411230682481268,29.17246318
127,2012.0,0.014335451394703462,-0.2299963629443688,-0.14111953307399153,27.88913331
127,2013.0,0.04284991735724006,-0.2098705771166496,-0.14111599987371115,25.83292207
127,2014.0,0.07581159360751157,-0.1840147533477848,-0.14111261471254868,24.73078609
127,2015.0,0.095693239599739,-0.15547021093326574,-0.14110954536817102,23.63748156
127,2016.0,0.11479008377648335,-0.13368564647933404,-0.14110676025889976,22.39085713
128,2000.0,1.0139113637144466,2.032081282791507,-0.1363327375433085,0.059812874
