RegionID,SizeRank,RegionName,RegionType,StateName,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22,3/31/22,4/30/22,5/31/22,6/30/22,7/31/22,8/31/22,9/30/22,10/31/22,11/30/22,12/31/22,1/31/23,2/28/23,3/31/23,4/30/23,5/31/23,6/30/23,7/31/23,8/31/23,9/30/23,10/31/23,11/30/23
395119,249,"St. George, UT",msa,UT,,,,1172.398545,1174.017207,1179.023242,1180.11506,1192.910054,1179.593479,1186.338633,1189.062867,1201.97481,1216.696323,1230.067996,1225.083185,1216.389662,1236.355797,1273.224169,1298.462267,1296.232209,1290.109804,1300.911271,1301.454399,1324.361789,1318.156375,1323.993427,1319.35833,1334.134119,1342.976745,1350.017465,1358.651668,1368.157052,1374.488771,1369.097662,1369.831946,1378.102152,1384.459845,1392.812103,1384.764845,1394.779284,1408.740829,1433.247759,1442.568501,1452.63195,1449.458527,1449.827011,1450.299729,1447.070384,1468.760191,1467.915098,1482.643884,1475.034432,1480.378006,1491.168039,1498.438325,1502.85542,1498.993308,1489.020791,1491.089065,1499.836908,1509.317547,1517.071643,1512.336195,1506.810139,1508.349078,1520.354839,1541.902649,1567.162438,1585.106405,1615.719267,1635.99741,1674.043246,1682.839819,1693.306037,1695.341139,1725.44254,1756.055663,1800.656506,1821.365763,1857.15424,1868.769019,1875.834338,1873.705038,1880.463724,1911.676977,1897.890056,1927.093387,1941.257811,1978.199711,1977.178388,1992.509384,2004.090461,2008.322039,1977.825172,1968.533784,1963.815983,1974.366108,1975.297354,1978.327344,1988.027637,1999.243782,2015.283206,2024.337059,2034.283055,2038.236947,2052.44439,2044.082395
394896,250,"Muskegon, MI",msa,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254.119036,1227.411684,1250.925408,1265.944444
394299,251,"Abilene, TX",msa,TX,881.9694758,884.5274209,880.7746102,885.1754246,897.5723337,905.9794048,913.5530137,905.2996779,901.8417427,892.3463277,892.9575251,895.6026798,898.8891592,906.0710506,907.8379349,917.8012018,915.9919134,927.2809789,918.0067586,915.35462,899.373956,908.5852067,905.946804,911.4816973,908.1973453,920.2949464,930.0120812,938.0084671,946.3688267,951.1766076,950.5378531,946.5359313,940.9402846,941.9418388,944.7864959,951.94251,957.5007031,962.063857,960.5167089,965.7127046,969.8436997,979.9484631,981.6657725,980.9046341,977.260352,971.8784991,975.5143131,988.4329,993.1842626,994.7646404,994.9133781,1001.866737,1012.058842,1015.80885,1019.836849,1020.367252,1018.586804,1025.173834,1023.885678,1030.030434,1026.349064,1037.691889,1044.634944,1052.505569,1050.553287,1055.982738,1062.772394,1069.001166,1068.012315,1072.156129,1081.16947,1086.692082,1098.798792,1108.696478,1127.210014,1131.614171,1135.897637,1134.778549,1147.269578,1167.234664,1197.738722,1215.646746,1225.212272,1207.856918,1200.914528,1198.908671,1210.676324,1230.238125,1239.94548,1265.156492,1264.818942,1292.051227,1299.598374,1304.560623,1297.747025,1292.581597,1305.17811,1322.681198,1331.610426,1354.164631,1334.649985,1347.916932,1332.148092,1342.730639,1349.196398,1350.536751,1342.494444
394707,252,"Iowa City, IA",msa,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783.692273,1791.664002,1821.144873,1807.483729,1802.729576,1818.62321,1834.51647,1821.743792,1809.439118,1800.24881,1819.044591,1803.630817,1826.123943,1847.046603,1864.196223,1858.461646,1849.018803,1872.295188,1865.05164,1859.370778,1863.516754,1845.546955,1868.749803,1871.543798,1910.092569,1913.418139,1913.927152,1907.6957,1898.397113,1893.966483,1900.167154,1897.30406,1909.486471,1931.044137,1950.01358,1943.067644,1939.026619,1932.431387,1960.847412,1947.689206,1954.857993,1952.266475,1970.795082,1978.18833,1991.280907,2001.43258,2027.362904,2037.123903,2062.443392,2064.747089,2068.014369,2061.0302,2045.389406,2054.931141,2065.76527,2101.212557,2113.675906,2126.418312,2128.766485,2137.805043,2145.273343,2162.825053,2191.755707,2183.879921,2169.561085,2150.160276,2176.109753,2202.571871,2237.07981,2249.190396,2299.578415,2304.133291,2298.367505,2254.776316
394351,253,"Auburn, AL",msa,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.596009,1113.004413,1157.080355,1176.177818,1177.344383,1168.186331,1161.679177,1161.601273,1148.811436,,1160.755782,1173.206353,1176.360584,1182.637032,1193.235434,1200.689616,1217.060444,1225.378796,1207.963866,1203.282713,1197.764559,1213.73202,1209.579153,1205.32661,1213.128615,1215.090115,1222.119897,1214.630373,1220.796995,1231.894619,1249.167287,1248.09711,1244.415693,1247.200689,1265.662817,1262.878716,1262.471301,1252.771066,1270.978645,1286.567947,1288.965909,1295.571829,1306.221154,1335.210189,1336.012473,1342.253252,1346.106033,1369.765931,1372.487954,1364.020229,1373.539612,1377.118029,1407.690956,1426.600712,1482.653346,1485.274743,1491.150094,1461.996312,1468.755195,1460.043429,1475.770246,1484.831545,1516.357151,1522.232913,1561.589727,1574.557842,1601.875457,1574.470598,1582.107951,1602.183614,1621.805556
394860,254,"Midland, TX",msa,TX,,,,,,,,,,,,,,,,,,1689.983142,1680.755292,1677.353349,1589.215524,1600.67528,1579.203694,1580.924943,1619.914539,1694.657253,1798.38237,1829.502053,1902.365134,1943.581894,1958.015429,1943.356707,1942.460047,1956.445556,1979.755608,2006.739031,2029.462592,2052.909668,2133.045185,2175.863277,2226.819148,2242.295458,2286.334381,2301.573976,2308.077031,2319.402414,2308.208431,2300.512917,2292.011548,2360.129787,2397.146081,2403.179844,2375.803842,2349.235151,2345.242937,2344.149592,2318.979099,2272.86144,2232.546053,2199.924248,2195.349884,2147.809374,2139.780556,2097.006621,2074.919175,2015.71817,1972.120682,1912.870573,1913.190389,1913.085196,1921.692188,1912.003838,1903.146054,1897.798504,1884.505886,1906.532099,1930.638711,1984.656658,2000.495247,2054.65057,2049.083052,2001.569958,1976.550093,2001.494971,2061.065852,2090.286311,2087.546614,2123.821841,2130.810612,2146.641065,2127.27682,2131.616626,2132.036066,2173.579375,2246.784772,2237.490128,2191.214258,2115.267679,2152.668366,2228.245582,2255.53797,2271.518034,2255.281023,2277.942989,2261.65157,2258.494361,2270.60119
394671,255,"Hattiesburg, MS",msa,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.530159,1248.973239,1244.140157,1252.374922,1258.633918,1259.397596,1294.928639,1350.919925,1383.203961,1353.09701,1316.002072,1320.021432,1321.066633,1308.375923,1302.793997,1317.754833,1344.845176,1349.982795,1351.839928,1350.992063
753869,255,"Bloomington, IL",msa,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229.280758,1233.514858,1266.75941,1256.068401,1332.742559,1362.22932,1430.70362,1383.699058,1412.744555,1448.231882,1468.384663,1470.548611,1455.186054,1503.27114,1558.627116,1572.761267,1620.92082,1620.883504,1629.903756,1619.456657,1622.078428,1628.653024,1614.84366,1661.1367,1686.607626,1764.441846,1749.04765,1814.621618,1804.565687,1820.435463,1769.294271,1751.805297,1765.468793,1776
394944,257,"Oshkosh, WI",msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.9360368,955.5610515,984.2722739,973.8045767,973.8337533,986.6607677,993.01717,988.4040503,979.9611439,1003.68894,1019.682306,,1005.201374,991.2738654,1022.397056,1017.409299,1022.628759,1034.977886,1049.2925,1079.663175,1071.718944,1069.824778,1086.388889
394555,258,"Eau Claire, WI",msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453.132236,1406.869499,1423.848913,1436.573216,1485.008974,1481.181961,1454.525565,1414.537646,1420.458955,1419.831933
394651,259,"Greenville, NC",msa,NC,999.189966,992.9018301,1005.116969,1000.774122,1018.758578,1030.532154,1045.818443,1042.265719,1029.833421,1018.989812,1015.956445,1025.433562,1034.773864,1033.74726,1035.030613,1057.997137,1073.808213,1089.535681,1077.24583,1075.076534,1062.962813,,1055.241284,1064.548612,1076.616992,1070.313865,1067.131123,1066.033215,1078.194911,1087.897589,1094.260288,1097.693333,1093.079845,1095.021268,1097.983002,1096.247488,1100.906413,1111.542859,1117.565321,1128.108769,1131.279576,1141.94851,1140.586634,1141.221932,1134.420331,1142.056064,1144.268711,1155.281511,1168.719153,1184.679695,1193.801305,1185.70417,1184.337539,1183.9173,1188.465197,1181.444458,1200.2718,1211.836972,1241.186151,1243.128742,1247.440417,1237.067167,1236.650496,1236.004637,1241.77611,1237.686956,1253.770647,1256.991832,1273.80728,1264.673136,1277.638188,1296.995399,1306.783807,1329.589109,1344.373217,1381.3499,1412.562723,1451.040446,1449.904334,1424.998563,1419.433023,1441.486089,1472.117402,1482.935894,1507.7581,1528.815341,1531.105476,1556.240268,1577.676469,1615.060291,1627.548307,1618.076057,1619.604386,1603.822329,1615.690122,1624.103614,1659.988253,1682.270775,1707.075023,1704.236,1730.725357,1722.930922,1719.714243,1716.116918,1738.32284,1750.252771,1744.302233
394428,260,"Burlington, NC",msa,NC,,,,,,,,,,,,,,,,931.9139881,927.624023,945.7740153,935.6590399,941.5951093,945.7065026,953.21488,938.5576623,933.33405,941.24404,955.5037102,962.6053966,963.2868537,974.4157997,982.9422523,991.8178519,985.0452763,980.6840802,976.1601417,992.7379191,986.5153418,1000.584685,999.7119316,1009.431262,1010.052996,1014.490528,1030.673357,1043.077349,1047.368796,1053.715418,1051.722055,1069.597248,1059.612059,1063.942782,1053.6474,1078.437687,1083.243616,1103.666367,1106.372787,1133.111986,1144.495759,1149.100824,1128.679911,1118.285375,1103.041586,1102.735417,1111.070647,1130.372442,1150.992532,1165.221963,1179.428836,1168.664297,1176.24563,1189.609441,1211.229275,1210.772195,1234.864632,1256.542811,1269.164215,1258.18658,1253.96298,1268.028054,1294.482067,1338.219123,1356.238063,1349.480624,1350.940088,1364.588797,1390.242188,1390.636553,1411.971386,1429.890495,1472.604243,1479.626735,1522.257411,1535.988262,1558.042726,1530.811534,1532.888999,1541.13049,1561.147762,1550.991424,1565.641401,1572.249122,1589.979371,1586.655153,1604.583583,1623.801049,1644.696196,1684.321876,1690.769564,1671.47619
